"","Strain","max","min","mean","median","count"
"35","UWOCC CBS",0.860466395336047,0.860466395336047,0.860466395336047,0.860466395336047,1
"36","CBT158",0.859693877551021,0.162533215234721,0.404861081887561,0.192356152876943,3
"37","CCNP1423",0.856605351170568,0.845670995670996,0.851138173420782,0.851138173420782,2
"38","CCNP1424",0.856605351170568,0.845670995670996,0.851138173420782,0.851138173420782,2
"39","CCNP1425",0.856605351170568,0.845670995670996,0.851138173420782,0.851138173420782,2
"40","CCNP1428",0.856605351170568,0.845670995670996,0.851138173420782,0.851138173420782,2
"41","CCNP1431",0.856605351170568,0.844419642857143,0.848898663232902,0.845670995670996,3
"42","CCNP1440",0.856605351170568,0.844419642857143,0.848898663232902,0.845670995670996,3
"43","KAC64",0.856605351170568,0.844419642857143,0.848898663232902,0.845670995670996,3
"44","KAC66",0.856605351170568,0.844419642857143,0.848898663232902,0.845670995670996,3
"45","CENA386",0.85144012127337,0.172572178477691,0.471647203896853,0.182008368200837,9
"46","KAC68",0.845670995670996,0.844419642857143,0.845045319264069,0.845045319264069,2
"47","13",0.845102163461539,0.845102163461539,0.845102163461539,0.845102163461539,1
"48","BM Mi",0.845102163461539,0.845102163461539,0.845102163461539,0.845102163461539,1
"49","UIC 10339",0.845022624434389,0.845022624434389,0.845022624434389,0.845022624434389,1
"50","CENA358",0.843116098403107,0.837763713080169,0.840439905741638,0.840439905741638,2
"51","CCNP 1401",0.841777408637874,0.757029876977153,0.794786789931607,0.794943820224719,5
"52","CCNP 1403",0.841777408637874,0.757029876977153,0.794786789931607,0.794943820224719,5
"53","TAU IL-40",0.841008089607965,0.153075328265377,0.607530293519969,0.828507462686567,3
"54","TAU IL-237 and IL-23",0.832013769363167,0.155121951219512,0.386415424448833,0.172110552763819,3
"55","CAVN 10",0.82639751552795,0.680369515011548,0.727421430986163,0.723894939141576,11
"56","TAU  IL-235",0.825892857142857,0.825892857142857,0.825892857142857,0.825892857142857,1
"57","strain   97",0.824610798277575,0.813331405436668,0.818971101857122,0.818971101857122,2
"58","UTEX 1834",0.820519761775853,0.752317613865377,0.786418687820615,0.786418687820615,2
"59","FL31-01",0.817880794701987,0.20823772372648,0.395395842406308,0.233425414364641,7
"60","NIVA Cya 43",0.814713457823568,0.814713457823568,0.814713457823568,0.814713457823568,1
"61","TAU IL-33",0.802099413399197,0.182386194584945,0.390087795253973,0.185777777777778,3
"62","IC-39-2",0.801658374792703,0.801658374792703,0.801658374792703,0.801658374792703,1
"63","BIR260",0.799253881831014,0.799253881831014,0.799253881831014,0.799253881831014,1
"64","5",0.796841731724627,0.796841731724627,0.796841731724627,0.796841731724627,1
"65","NIVA-CYA 172",0.796841731724627,0.796841731724627,0.796841731724627,0.796841731724627,1
"66","XPORK13A",0.793846153846154,0.678494623655914,0.717269849978555,0.679468772433596,3
"67","TAU IL-347",0.784420289855073,0.162961752206604,0.481738515850301,0.489786010669765,4
"68","ITEP-024",0.781818181818182,0.734312946783162,0.755857216879182,0.753648869457693,8
"69","PCC 7005",0.780483165303405,0.233415841584159,0.33233122188206,0.24749678537771,6
"70","UIC 10035",0.77844427244582,0.764344262295082,0.768604802931504,0.766307326877398,7
"71","CU 2555",0.77801724137931,0.77801724137931,0.77801724137931,0.77801724137931,1
"72","22",0.777044854881267,0.777044854881267,0.777044854881267,0.777044854881267,1
"73","CCAP 1459",0.777044854881267,0.115087040618956,0.340468763609888,0.129274395329441,3
"74","KU002",0.776612903225806,0.771973466003317,0.774293184614562,0.774293184614562,2
"75","XPORK 5A",0.773640167364017,0.22539213457604,0.318038903423712,0.227268996344428,6
"76","NIES-835",0.772875816993464,0.772875816993464,0.772875816993464,0.772875816993464,1
"77","GSV 224",0.771464938671604,0.326164874551972,0.61604408130889,0.672852983988355,39
"78","PH256",0.770325641578607,0.226612050739957,0.498468846159282,0.498468846159282,2
"79","BQ-16-1",0.769998063141584,0.76828499369483,0.769034903725409,0.768928279032611,4
"80","UIC 10445",0.761701056869653,0.726577181208053,0.744139119038853,0.744139119038853,2
"81","[Brasilonema octagenarum]CCIBt 3551",0.76056338028169,0.76056338028169,0.76056338028169,0.76056338028169,1
"82","[Calothrix sp.]CCIBt 3289",0.76056338028169,0.76056338028169,0.76056338028169,0.76056338028169,1
"83","[Leptolyngbya sp.]CCIBt 3626",0.76056338028169,0.76056338028169,0.76056338028169,0.76056338028169,1
"84","[Scytonema sp.]CCIBt 3464",0.76056338028169,0.76056338028169,0.76056338028169,0.76056338028169,1
"85","[Tolypothrix sp.]LTPNA DBG 92",0.76056338028169,0.76056338028169,0.76056338028169,0.76056338028169,1
"86","152",0.759372453137734,0.142043493268899,0.515208807436793,0.75421984355702,5
"87","UTEX 1613",0.75911781554325,0.747549019607843,0.754894324474685,0.756455231373823,4
"88","89",0.758573655494934,0.75747149036571,0.758022572930322,0.758022572930322,2
"89","C24",0.758573655494934,0.75747149036571,0.758022572930322,0.758022572930322,2
"90","1TU28S13",0.757655116841257,0.757533051473055,0.757594084157156,0.757594084157156,2
"91","SYKE844C",0.757655116841257,0.757533051473055,0.757594084157156,0.757594084157156,2
"92","90",0.756336876533116,0.114191251271617,0.435264063902366,0.435264063902366,2
"93","36 and 41",0.752704326923077,0.752005347593583,0.75235483725833,0.75235483725833,2
"94","CAVN2",0.742943548387097,0.689947399181765,0.713553456026758,0.711574339839265,8
"95","EU-10-1",0.73978590544157,0.73978590544157,0.73978590544157,0.73978590544157,1
"96","[Komarekiella atlantica]CCIBt 3307",0.736742424242425,0.736742424242425,0.736742424242425,0.736742424242425,1
"97","[Nodularia spumigena]CENA 596",0.736742424242425,0.736742424242425,0.736742424242425,0.736742424242425,1
"98","FSN",0.736666666666666,0.318840579710145,0.651233854956054,0.712121386069763,6
"99","ATCC 29204",0.728540772532189,0.728540772532189,0.728540772532189,0.728540772532189,1
"100","R76DM",0.727488151658768,0.727488151658768,0.727488151658768,0.727488151658768,1
"101","NPCD-01",0.726428920371275,0.726428920371275,0.726428920371275,0.726428920371275,1
"102","SYKE748A",0.723331277940497,0.227903391572456,0.569440703404974,0.71389464952302,15
"103","UTEX B1932",0.720788043478261,0.650572831423895,0.693712157336845,0.701743877222613,4
"104","UIC 10062",0.718502519798416,0.717008797653959,0.717755658726188,0.717755658726188,2
"105","NIES 478",0.711356466876972,0.281952247191011,0.35875471041157,0.288582034296268,6
"106","NIES-99",0.711231203007519,0.706003666361137,0.708617434684328,0.708617434684328,2
"107","[Leptolyngbya sp.]LTPNA DBG 07",0.709016393442623,0.709016393442623,0.709016393442623,0.709016393442623,1
"108","[Nostoc sp.]CCIBt 3329",0.709016393442623,0.709016393442623,0.709016393442623,0.709016393442623,1
"109","LK-1",0.699640287769784,0.699640287769784,0.699640287769784,0.699640287769784,1
"110","IL-374",0.698547215496368,0.698547215496368,0.698547215496368,0.698547215496368,1
"111","Bio33",0.697188386450859,0.679896167771022,0.688327341440921,0.6881124057709,4
"112","UTEX LB 2386",0.696100073583517,0.30829596412556,0.562342901611733,0.68263266712612,3
"113",NA,0.687047756874095,0.223394495412844,0.515682350845912,0.613340563991323,7
"114","XPORK 15F",0.679725363489499,0.679725363489499,0.679725363489499,0.679725363489499,1
"115","XSPORK 27C",0.675361155698235,0.675361155698235,0.675361155698235,0.675361155698235,1
"116","05-13",0.660179640718563,0.602848101265823,0.631513870992193,0.631513870992193,2
"117","19",0.660179640718563,0.602848101265823,0.631513870992193,0.631513870992193,2
"118","PNG-05",0.660179640718563,0.602848101265823,0.631513870992193,0.631513870992193,2
"119","NIES-515",0.657579062159215,0.657579062159215,0.657579062159215,0.657579062159215,1
"120","UIC 10520",0.640738060781476,0.62890625,0.634822155390738,0.634822155390738,2
"121","CHARLIE-1",0.629456706281833,0.362860192102454,0.496158449192144,0.496158449192144,2
"122","IL-337",0.610479797979798,0.401425178147269,0.52424868312835,0.60136815920398,5
"123","03",0.600271002710027,0.600271002710027,0.600271002710027,0.600271002710027,1
"124","2007-1",0.600271002710027,0.600271002710027,0.600271002710027,0.600271002710027,1
"125","PAC-03",0.600271002710027,0.600271002710027,0.600271002710027,0.600271002710027,1
"126","BY-8-1",0.597292724196278,0.36405750798722,0.491197875671088,0.428827751196173,11
"127","LBRI 48",0.584821428571428,0.412556053811659,0.527399636984839,0.584821428571428,3
"128","[Fischerella sp.]ATCC 43239 (Stigonematales)",0.584295612009238,0.420710059171597,0.528349843609986,0.580043859649123,3
"129","78-12A",0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,1
"130","AWQC 131C",0.582822085889571,0.56198347107438,0.572165745613924,0.573591906342183,8
"131","XSPORK2A",0.580402010050251,0.422965954991344,0.476485230790963,0.437243326488707,13
"132","HI09-1",0.577399380804953,0.440380047505938,0.546026811884918,0.560518731988472,7
"133","ATCC 53558",0.573529411764706,0.426857142857143,0.500193277310924,0.500193277310924,2
"134","[Cylindrospermopsis raciborskii]T3",0.573322932917317,0.573322932917317,0.573322932917317,0.573322932917317,1
"135","UTEX 1519",0.569832402234637,0.569832402234637,0.569832402234637,0.569832402234637,1
"136","NRC-44h1",0.569711538461539,0.569711538461539,0.569711538461539,0.569711538461539,1
"137","TA04",0.567469879518072,0.567469879518072,0.567469879518072,0.567469879518072,1
"138","GO- 25-2",0.563517915309447,0.559322033898305,0.56177998306925,0.5625,3
"139","EAWAG 122b",0.556917688266199,0.211864406779661,0.307437748711328,0.250501497428943,8
"140","No 108b",0.549090909090909,0.446808510638298,0.481931678531865,0.449895615866388,3
"141","ITEP-025",0.54468085106383,0.54468085106383,0.54468085106383,0.54468085106383,1
"142","ITEP-026",0.54468085106383,0.54468085106383,0.54468085106383,0.54468085106383,1
"143","UH DO-8-1",0.448214285714286,0.448214285714286,0.448214285714286,0.448214285714286,1
"144","UTEX 1829",0.424689440993789,0.424689440993789,0.424689440993789,0.424689440993789,1
"145","V-3-1",0.422899884925201,0.411538461538462,0.417088743751954,0.41719894064496,6
"146","ATCC 43239 (Stigonematales)",0.416260162601626,0.416260162601626,0.416260162601626,0.416260162601626,1
"147","UTEX 1903",0.415700737618546,0.368282402528978,0.39408797864324,0.401682439537329,15
"148","38",0.414970930232558,0.414970930232558,0.414970930232558,0.414970930232558,1
"149","CCAP 1453",0.414970930232558,0.414970930232558,0.414970930232558,0.414970930232558,1
"150","HBU26",0.414970930232558,0.414970930232558,0.414970930232558,0.414970930232558,1
"151","PCC7108",0.414970930232558,0.414970930232558,0.414970930232558,0.414970930232558,1
"152","IL-199-3-1",0.412133891213389,0.372717508055854,0.388116587833477,0.379498364231188,3
"153","UH strain IC-13-1",0.410585817060637,0.410585817060637,0.410585817060637,0.410585817060637,1
"154","PCC 9339",0.409262048192771,0.400087642418931,0.405405876808076,0.406136908310301,4
"155","TAU SL-30-1-4",0.406253877652314,0.406253877652314,0.406253877652314,0.406253877652314,1
"156","UH  BY-8-1",0.399891774891775,0.399891774891775,0.399891774891775,0.399891774891775,1
"157","MB-K",0.387259858442871,0.0985481742190935,0.242904016330982,0.242904016330982,2
"158","PNG",0.38544474393531,0.377183967112025,0.381239178754078,0.3810888252149,3
"159","UHCC 0450 (previously 107.3)",0.383705650459921,0.383705650459921,0.383705650459921,0.383705650459921,1
"160","UHCC 398",0.381840796019901,0.381840796019901,0.381840796019901,0.381840796019901,1
"161","PCC 7906",0.381318681318682,0.381318681318682,0.381318681318682,0.381318681318682,1
"162","IAM M-14",0.379310344827586,0.379310344827586,0.379310344827586,0.379310344827586,1
"163","NIES-41",0.37778958554729,0.37778958554729,0.37778958554729,0.37778958554729,1
"164","TAU IL-220",0.377085650723025,0.377085650723025,0.377085650723025,0.377085650723025,1
"165","SAG 74.79",0.376256281407035,0.376256281407035,0.376256281407035,0.376256281407035,1
"166","field sample New Ireland in Papua New Guinea",0.375498007968127,0.375498007968127,0.375498007968127,0.375498007968127,1
"167","KU006",0.373601053324556,0.236607142857143,0.305104098090849,0.305104098090849,2
"168","UHCC 0398",0.37270087124879,0.37270087124879,0.37270087124879,0.37270087124879,1
"169","BC-1-2",0.371995820271682,0.353763440860215,0.361921309329363,0.360864941510103,5
"170","BEA-0956",0.36731843575419,0.36731843575419,0.36731843575419,0.36731843575419,1
"171","May-96",0.365650969529086,0.356461156709296,0.360111363404272,0.358221963974434,3
"172","1",0.360781577110956,0.10931899641577,0.24899930801638,0.281893004115226,5
"173","HAN11",0.360781577110956,0.360781577110956,0.360781577110956,0.360781577110956,1
"174","HAN21",0.359030837004406,0.359030837004406,0.359030837004406,0.359030837004406,1
"175","VP642",0.339904420549582,0.339904420549582,0.339904420549582,0.339904420549582,1
"176","VP216",0.335598980458793,0.335598980458793,0.335598980458793,0.335598980458793,1
"177","CCNP1324",0.335109926715523,0.190357439733998,0.286895611980465,0.314018556672133,12
"178","UTEX 1163",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1
"179","VP452",0.331929402326514,0.331929402326514,0.331929402326514,0.331929402326514,1
"180","VP417",0.322261328640563,0.322261328640563,0.322261328640563,0.322261328640563,1
"181","HKVV",0.316852966466036,0.316852966466036,0.316852966466036,0.316852966466036,1
"182","HT-58-2",0.315276273022752,0.270864946889226,0.292622441825153,0.29172610556348,3
"183","UTEX LB2385",0.308423913043478,0.274831964152353,0.293091744572951,0.298349056603774,6
"184","TAU IL-374",0.301615168539326,0.301615168539326,0.301615168539326,0.301615168539326,1
"185","VP727",0.294765342960289,0.294765342960289,0.294765342960289,0.294765342960289,1
"186","# KMCC CY-11",0.293134328358209,0.293134328358209,0.293134328358209,0.293134328358209,1
"187","SYKE 748A",0.292317779477652,0.292317779477652,0.292317779477652,0.292317779477652,1
"188","TAU IL-337",0.29013079667063,0.29013079667063,0.29013079667063,0.29013079667063,1
"189","TAU IL-235",0.289007092198582,0.276055124892334,0.282531108545458,0.282531108545458,2
"190","NIES-100",0.286096256684492,0.111089108910891,0.165080146463764,0.156002875629044,7
"191","NIES-299",0.284661754855994,0.284661754855994,0.284661754855994,0.284661754855994,1
"192","NIES-103",0.283552631578948,0.195509153318078,0.249349708889726,0.268987341772152,3
"193","91",0.281893004115226,0.281893004115226,0.281893004115226,0.281893004115226,1
"194","TAU IL-184-6",0.275055679287305,0.252650176678445,0.264969359433797,0.266085790884719,4
"195","002",0.269837790442788,0.269837790442788,0.269837790442788,0.269837790442788,1
"196","LT",0.269837790442788,0.269837790442788,0.269837790442788,0.269837790442788,1
"197","PHB",0.269837790442788,0.269837790442788,0.269837790442788,0.269837790442788,1
"198","B2 83",0.267464424320828,0.267464424320828,0.267464424320828,0.267464424320828,1
"199","09",0.266531713900135,0.251109139307897,0.258820426604016,0.258820426604016,2
"200","LTPNA08",0.266531713900135,0.251109139307897,0.258820426604016,0.258820426604016,2
"201","CCY9414 and CH307",0.265476190476191,0.265476190476191,0.265476190476191,0.265476190476191,1
"202","[Dolichospermum flos-aquae]NIVA-CYA 656",0.264889393079977,0.264889393079977,0.264889393079977,0.264889393079977,1
"203","CH307",0.263723150357995,0.263723150357995,0.263723150357995,0.263723150357995,1
"204","V1",0.263723150357995,0.263723150357995,0.263723150357995,0.263723150357995,1
"205","1TU32S11",0.262714867978026,0.262714867978026,0.262714867978026,0.262714867978026,1
"206","CY9414 and CH307",0.260052447552447,0.253794266441821,0.256923356997134,0.256923356997134,2
"207","1TU31S9",0.255743332453129,0.255743332453129,0.255743332453129,0.255743332453129,1
"208","SYKE763A",0.255743332453129,0.255743332453129,0.255743332453129,0.255743332453129,1
"209","SYKE844B",0.255692167577414,0.255692167577414,0.255692167577414,0.255692167577414,1
"210","NIVA-CYA 656",0.254709677419355,0.119055823569952,0.156829916741313,0.128647214854112,5
"211","SYKE 764",0.253059303420144,0.215612777053455,0.233151370141227,0.230782029950083,3
"212","31",0.252650176678445,0.227709190672154,0.240179683675299,0.240179683675299,2
"213","1TU33S10",0.248655913978495,0.248655913978495,0.248655913978495,0.248655913978495,1
"214","TAU IL-376",0.240983606557377,0.240983606557377,0.240983606557377,0.240983606557377,1
"215","NIES-205",0.238683662851197,0.0751127395715895,0.161892177964519,0.162245444801715,5
"216","NIES-596",0.238683662851197,0.134892086330935,0.194719764648242,0.210583544762595,3
"217","NIES 89",0.238184546136534,0.238184546136534,0.238184546136534,0.238184546136534,1
"218","NIES 90",0.238184546136534,0.238184546136534,0.238184546136534,0.238184546136534,1
"219","1TU39S8",0.237676663219579,0.237676663219579,0.237676663219579,0.237676663219579,1
"220","TAU IL-361",0.234639358860196,0.171171171171171,0.190555941086882,0.184611053183074,6
"221","UK2aImI",0.230817413091137,0.223221586263287,0.22687689709658,0.226734294515948,4
"222","299A",0.227903391572456,0.227903391572456,0.227903391572456,0.227903391572456,1
"223","PCC 6910",0.227384684281236,0.227384684281236,0.227384684281236,0.227384684281236,1
"224","1TU44S9",0.224770642201835,0.224770642201835,0.224770642201835,0.224770642201835,1
"225","42",0.223172628304821,0.223172628304821,0.223172628304821,0.223172628304821,1
"226","K-139",0.221586847748391,0.124687388352983,0.173137118050687,0.173137118050687,2
"227","UHCC-0232 (formerly TR232)",0.219621513944223,0.219621513944223,0.219621513944223,0.219621513944223,1
"228","SYKE816",0.219350961538462,0.219350961538462,0.219350961538462,0.219350961538462,1
"229","PH262",0.217202432667246,0.217202432667246,0.217202432667246,0.217202432667246,1
"230","TAU IL-342",0.215843857634902,0.143811219946571,0.19994998509663,0.207063463607027,9
"231","NIES-90",0.214932126696832,0.214932126696832,0.214932126696832,0.214932126696832,1
"232","SC0581",0.211072664359861,0.195369753497668,0.203396917948533,0.203572626968301,4
"233","NIES-478",0.208066149173135,0.207063463607027,0.207564806390081,0.207564806390081,2
"234","37",0.20554926387316,0.205493597686906,0.205521430780033,0.205521430780033,2
"235","DRTO?73",0.203904282115869,0.176867219917012,0.187596596173733,0.182018286488317,3
"236","NIH304",0.202320185614849,0.175108824693312,0.188714505154081,0.188714505154081,2
"237","TAU IL-381",0.202121559633028,0.1392455858748,0.165292305013016,0.163239074550128,9
"238","[Microcystis aeruginosa]CBT 850",0.200615384615384,0.153443351317042,0.177029367966213,0.177029367966213,2
"239","80",0.199766695829688,0.147833333333333,0.173800014581511,0.173800014581511,2
"240","TAU IL-37",0.198491655969191,0.170348343245539,0.183524850837571,0.182016642834876,8
"241","[Planktothrix rubescens]80",0.197744360902256,0.193143556779921,0.195443958841088,0.195443958841088,2
"242","U-3-3",0.197103367151889,0.197103367151889,0.197103367151889,0.197103367151889,1
"243","[Hapalosiphon hibernicus]BZ-3-1",0.196536951088897,0.162448827688872,0.183852664452746,0.192572214580468,3
"244","TAU IL-36",0.19500998003992,0.168793292016041,0.187803298444139,0.191978827361564,5
"245","strain 202A2",0.19473409801877,0.183020364982809,0.188877231500789,0.188877231500789,2
"246","axenic culture from Lake Zuerih",0.192700156985872,0.192700156985872,0.192700156985872,0.192700156985872,1
"247","Switzerland",0.192700156985872,0.192700156985872,0.192700156985872,0.192700156985872,1
"248","DUN901",0.190488702049395,0.184396236278097,0.187442469163746,0.187442469163746,2
"249","[Microcystis aeruginosa]PCC7820",0.189202997275205,0.138537271448664,0.166006140378158,0.161214165261383,5
"250","14",0.189109879360939,0.0757749712973595,0.142940039489051,0.139397905759162,15
"251","AB2017",0.189109879360939,0.0877386196769455,0.137730759466879,0.131422579517651,19
"252","bloom of Microcystis aeruginosa",0.18814508994397,0.135329341317366,0.166984151634955,0.177478023643528,3
"253","field sample",0.18814508994397,0.135329341317366,0.166984151634955,0.177478023643528,3
"254","[Microcystis sp.]CAWBG11",0.187785760940561,0.134384858044164,0.169983657996144,0.171113155473781,13
"255","PCC 7820.",0.187553648068669,0.187553648068669,0.187553648068669,0.187553648068669,1
"256","CPCC-464",0.186884725309622,0.186884725309622,0.186884725309622,0.186884725309622,1
"257","strain 15-2",0.186528925619834,0.125277689622342,0.155903307621088,0.155903307621088,2
"258","CYA548",0.183333333333334,0.183333333333334,0.183333333333334,0.183333333333334,1
"259","B2666",0.182778374507698,0.182778374507698,0.182778374507698,0.182778374507698,1
"260","1001",0.182719054242003,0.182719054242003,0.182719054242003,0.182719054242003,1
"261","03-5",0.182404181184669,0.182404181184669,0.182404181184669,0.182404181184669,1
"262","15",0.182404181184669,0.0877386196769455,0.12433727082516,0.11231884057971,7
"263","PNG-12",0.182404181184669,0.182404181184669,0.182404181184669,0.182404181184669,1
"264","IL-323",0.181587837837838,0.181587837837838,0.181587837837838,0.181587837837838,1
"265","[Microcystis aeruginosa]UTEX 2670",0.181474480151229,0.172382118799755,0.177258768993394,0.177919708029197,3
"266","TAU  IL-428",0.181216514339742,0.181216514339742,0.181216514339742,0.181216514339742,1
"267","[Microcystis aeruginosa]NPJB-1",0.179238871899423,0.179238871899423,0.179238871899423,0.179238871899423,1
"268","[Diehnelt 2006] [Microcystis sp.]CAWBG11",0.178793103448276,0.178793103448276,0.178793103448276,0.178793103448276,1
"269","UV006",0.178394449950446,0.178394449950446,0.178394449950446,0.178394449950446,1
"270","strain 90",0.176934360102677,0.153976630229929,0.165455495166303,0.165455495166303,2
"271","CAWBG11",0.176403394255874,0.138101306148455,0.157252350202165,0.157252350202165,2
"272","[Microcystis aeruginosa]UAM-1303",0.176134453781512,0.176134453781512,0.176134453781512,0.176134453781512,1
"273","UTEX LB2386",0.174191374663073,0.174191374663073,0.174191374663073,0.174191374663073,1
"274","[Microcystis aeruginosa]UTEX-2666",0.173804425410421,0.173804425410421,0.173804425410421,0.173804425410421,1
"275","DVL1003c",0.173401209035953,0.171069182389937,0.172235195712945,0.172235195712945,2
"276","LP904C",0.173401209035953,0.171069182389937,0.172235195712945,0.172235195712945,2
"277","UTEX 2670",0.173007246376811,0.173007246376811,0.173007246376811,0.173007246376811,1
"278","[Anabaena sp.]186",0.172249589490969,0.109000368867577,0.143672070533623,0.15129781420765,7
"279","TAU  IL-217",0.171902576773738,0.163608033240997,0.167755305007367,0.167755305007367,2
"280","TAU  IL-231",0.171902576773738,0.163608033240997,0.167755305007367,0.167755305007367,2
"281","M2285",0.169697817571348,0.160418482999128,0.165311250106753,0.165564349928269,4
"282","TAC 954",0.169697817571348,0.160418482999128,0.165311250106753,0.165564349928269,4
"283","TAU IL-215",0.168583752695902,0.114182692307693,0.153595325398145,0.165807428294492,4
"284","[Nostoc sp.]UK18",0.167011834319526,0.144483643361129,0.150797442649359,0.147333333333333,5
"285","[Phormidium sp.]DVL1003c",0.166326530612245,0.160364618501013,0.163345574556629,0.163345574556629,2
"286","NO-15-1840",0.164765525982256,0.164765525982256,0.164765525982256,0.164765525982256,1
"287","[Microcystis aeruginosa] CAAT 2005-3",0.162424435252943,0.121282993651855,0.141996470463117,0.143322475570033,5
"288","[Microcystis aeruginosa]B2666",0.161512667660208,0.159326888650197,0.160419778155203,0.160419778155203,2
"289","IO-102-I",0.161187360357485,0.142043493268899,0.151615426813192,0.151615426813192,2
"290","53",0.161024433323521,0.113900897904888,0.139609443936309,0.14993626513703,5
"291","AB2011",0.161024433323521,0.113900897904888,0.142773908316219,0.14993626513703,7
"292","[Microcystis aeruginosa]CYA548",0.160095989029825,0.160095989029825,0.160095989029825,0.160095989029825,1
"293","LEGE 5292",0.159122562674095,0.095766940286496,0.124926808686,0.122408865891705,4
"294","[Anabaena sp.]66",0.158517350157728,0.129043241402792,0.139974874554085,0.136169453327909,4
"295","[Microcystis sp.]AB2011",0.157552468223471,0.157552468223471,0.157552468223471,0.157552468223471,1
"296","53 (isolated from Hartbeespoort Dam)",0.157552468223471,0.153036313701557,0.155294390962514,0.155294390962514,2
"297","[Nostoc sp.]DUN901",0.154814164471759,0.103678326721962,0.126101691620575,0.119812583668006,3
"298","[Microcystis sp.]CYA548",0.154532726636332,0.154532726636332,0.154532726636332,0.154532726636332,1
"299","HUB011",0.154411764705883,0.154411764705883,0.154411764705883,0.154411764705883,1
"300","[Planktothrix sp.]Max06",0.153046062407132,0.0803303303303305,0.123555942407444,0.126930187003794,6
"301","[Microcystis aeruginosa]SEAGL14",0.152333431171119,0.152333431171119,0.152333431171119,0.152333431171119,1
"302","[Anabaena sp.]66A",0.150242326332795,0.085820895522388,0.122400628229287,0.126769645530983,4
"303","[Nostoc sp.]152",0.149846048580226,0.0797852647167715,0.125264810399542,0.131551362683438,11
"304","[Nostoc sp.]IO-102-I",0.149086623453152,0.117435158501441,0.133260890977297,0.133260890977297,2
"305","NIES-595",0.148471615720524,0.143170926517572,0.145821271119048,0.145821271119048,2
"306","53 and AQUAMEB-24",0.148333824830434,0.148333824830434,0.148333824830434,0.148333824830434,1
"307","36.91 SAG",0.145619013834693,0.145619013834693,0.145619013834693,0.145619013834693,1
"308","[Microcystis aeruginosa]CAAT 2005-3",0.144736842105263,0.144736842105263,0.144736842105263,0.144736842105263,1
"309","AQUAMEB-24",0.14435655613021,0.137987545067191,0.1411720505987,0.1411720505987,2
